tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,MonthlyCharges,TotalCharges,MonthlyChargesPerTenure,TotalChargesPerTenure,Churn
71,0,2,2,2,2,61.4,4310.35,0.8647887323943662,60.70915492957747,0
2,1,1,1,1,0,20.4,42.9,10.2,21.45,0
30,0,2,2,0,0,79.65,2365.15,2.6550000000000002,78.83833333333334,1
17,1,1,1,1,1,20.15,353.65,1.1852941176470588,20.802941176470586,0
55,0,2,2,0,0,94.45,5073.1,1.7172727272727273,92.23818181818183,0
58,2,0,0,0,0,79.8,4526.85,1.3758620689655172,78.0491379310345,0
5,2,0,0,2,0,54.2,308.25,10.84,61.65,1
1,1,1,1,1,0,19.45,19.45,19.45,19.45,1
9,0,0,0,0,0,74.05,678.45,8.227777777777778,75.38333333333334,0
26,0,0,0,2,0,49.15,1237.3,1.8903846153846153,47.58846153846154,0
50,1,1,1,1,2,19.4,1023.95,0.38799999999999996,20.479,0
72,2,2,2,2,2,113.65,8182.75,1.5784722222222223,113.64930555555556,0
43,2,2,0,2,1,106.0,4532.3,2.4651162790697674,105.40232558139536,0
56,1,1,1,1,2,25.95,1444.05,0.4633928571428571,25.786607142857143,0
1,1,1,1,1,0,19.1,19.1,19.1,19.1,0
72,0,2,2,0,2,103.4,7372.65,1.4361111111111111,102.39791666666666,1
72,2,2,0,2,2,100.55,7325.1,1.3965277777777778,101.73750000000001,0
36,0,0,0,0,0,95.4,3474.2,2.6500000000000004,96.50555555555555,0
5,0,0,2,2,0,75.15,392.65,15.030000000000001,78.53,0
13,0,2,2,0,0,84.45,1058.6,6.496153846153846,81.43076923076923,1
44,0,2,2,0,1,89.15,3990.75,2.026136363636364,90.69886363636364,0
70,0,2,2,2,1,107.9,7475.85,1.5414285714285716,106.79785714285715,0
44,1,1,1,1,1,19.5,835.5,0.4431818181818182,18.988636363636363,0
32,0,0,0,0,0,85.95,2628.6,2.6859375,82.14375,1
69,1,1,1,1,2,24.95,1718.35,0.3615942028985507,24.903623188405795,0
16,0,0,0,2,0,59.4,1023.9,3.7125,63.99375,1
68,1,1,1,1,1,19.5,1193.55,0.2867647058823529,17.55220588235294,0
16,0,0,0,0,0,69.95,1205.5,4.371875,75.34375,0
68,2,2,0,2,2,82.85,5776.45,1.2183823529411764,84.94779411764705,0
4,1,1,1,1,0,19.0,78.9,4.75,19.725,0
26,2,2,0,2,0,38.85,1025.15,1.4942307692307693,39.42884615384616,0
29,0,2,0,0,0,30.6,856.35,1.0551724137931036,29.529310344827586,1
5,1,1,1,1,0,20.35,122.0,4.07,24.4,0
70,0,2,2,0,1,95.0,6602.9,1.3571428571428572,94.32714285714285,0
24,2,0,0,2,1,74.4,1712.9,3.1,71.37083333333334,0
72,2,2,2,2,2,78.45,5682.25,1.0895833333333333,78.92013888888889,0
1,0,0,0,2,0,74.3,74.3,74.3,74.3,0
70,0,2,2,2,1,51.05,3635.15,0.7292857142857142,51.93071428571429,0
36,1,1,1,1,0,19.2,702.9,0.5333333333333333,19.525,0
38,0,0,0,2,0,99.55,3734.25,2.619736842105263,98.26973684210526,1
17,0,0,0,0,0,70.0,1144.5,4.117647058823529,67.32352941176471,1
41,0,2,2,2,1,109.1,4454.25,2.6609756097560973,108.64024390243902,0
1,0,0,0,0,0,45.3,45.3,45.3,45.3,1
2,0,0,0,2,0,29.85,75.6,14.925,37.8,1
14,0,0,2,0,0,76.45,1117.55,5.460714285714286,79.825,0
2,0,2,2,2,0,95.1,180.25,47.55,90.125,1
1,1,1,1,1,0,19.8,19.8,19.8,19.8,1
13,0,2,2,2,0,72.8,930.05,5.6,71.54230769230769,0
6,1,1,1,1,0,18.95,110.15,3.158333333333333,18.358333333333334,0
4,0,2,0,0,0,76.65,333.6,19.1625,83.4,1
5,0,2,0,2,0,99.15,465.05,19.830000000000002,93.01,1
15,2,0,2,0,0,101.75,1669.4,6.783333333333333,111.29333333333334,0
47,2,0,0,0,0,75.45,3545.1,1.6053191489361702,75.42765957446808,0
8,0,0,2,2,0,64.1,504.05,8.0125,63.00625,0
17,0,0,0,0,0,25.65,440.2,1.5088235294117647,25.894117647058824,0
15,2,0,0,0,0,75.1,1151.55,5.006666666666666,76.77,0
26,2,0,2,2,1,95.85,2475.35,3.6865384615384613,95.20576923076922,0
23,2,0,0,0,0,54.4,1249.25,2.365217391304348,54.31521739130435,0
4,0,2,0,0,0,72.75,317.75,18.1875,79.4375,0
29,1,1,1,1,1,19.85,535.05,0.6844827586206897,18.45,0
25,1,1,1,1,0,19.05,461.3,0.762,18.452,0
9,0,0,0,0,0,44.95,431.0,4.9944444444444445,47.888888888888886,1
18,0,0,2,0,0,49.55,878.35,2.7527777777777778,48.797222222222224,1
3,0,0,0,0,0,94.85,335.75,31.616666666666664,111.91666666666667,0
69,2,2,2,2,2,46.25,3121.4,0.6702898550724637,45.23768115942029,0
14,1,1,1,1,1,19.35,324.8,1.3821428571428573,23.2,0
19,0,0,0,0,0,69.6,1394.55,3.663157894736842,73.39736842105263,0
39,0,2,0,0,0,90.7,3413.25,2.325641025641026,87.51923076923077,0
31,0,2,2,0,0,101.4,3143.65,3.270967741935484,101.40806451612903,0
24,1,1,1,1,1,20.25,439.75,0.84375,18.322916666666668,0
14,0,0,0,2,0,48.8,664.4,3.4857142857142853,47.457142857142856,0
64,2,2,2,2,2,74.35,4759.55,1.16171875,74.36796875,0
50,1,1,1,1,1,19.35,1033.0,0.387,20.66,0
52,0,2,2,2,1,68.75,3482.85,1.3221153846153846,66.97788461538461,0
28,0,2,0,0,1,100.2,2688.45,3.5785714285714287,96.01607142857142,0
21,1,1,1,1,2,20.85,435.25,0.9928571428571429,20.726190476190474,0
25,0,2,0,0,0,95.9,2448.75,3.8360000000000003,97.95,1
17,1,1,1,1,1,19.35,307.0,1.1382352941176472,18.058823529411764,0
58,0,0,0,0,1,45.0,2689.35,0.7758620689655172,46.36810344827586,0
17,0,0,0,0,0,81.5,1329.2,4.794117647058823,78.18823529411765,1
51,1,1,1,1,2,25.5,1281.25,0.5,25.122549019607842,0
72,2,0,2,2,2,48.9,3527.0,0.6791666666666667,48.986111111111114,0
52,2,0,0,0,0,84.1,4348.65,1.6173076923076921,83.6278846153846,1
27,1,1,1,1,2,19.6,561.15,0.725925925925926,20.78333333333333,0
3,1,1,1,1,0,20.0,63.6,6.666666666666667,21.2,0
64,2,2,2,2,2,81.3,5129.3,1.2703125,80.1453125,0
45,0,0,0,2,2,95.2,4285.8,2.1155555555555554,95.24000000000001,0
3,0,0,0,0,0,36.45,93.7,12.15,31.233333333333334,1
71,0,2,2,2,2,83.3,5894.5,1.1732394366197183,83.02112676056338,0
1,0,0,0,0,0,25.05,25.05,25.05,25.05,1
58,1,1,1,1,2,20.3,1160.75,0.35000000000000003,20.012931034482758,0
34,0,2,2,0,0,89.85,3091.75,2.6426470588235293,90.93382352941177,0
8,2,0,0,0,0,49.85,365.55,6.23125,45.69375,1
15,1,1,1,1,0,19.8,272.95,1.32,18.196666666666665,0
66,0,0,2,2,2,54.65,3632.0,0.828030303030303,55.03030303030303,0
12,0,2,0,0,0,29.35,381.2,2.4458333333333333,31.766666666666666,0
58,1,1,1,1,2,19.15,1035.5,0.3301724137931034,17.853448275862068,0
3,1,1,1,1,2,19.1,52.0,6.366666666666667,17.333333333333332,0
43,0,2,2,0,0,55.55,2342.2,1.291860465116279,54.46976744186046,1
9,0,2,2,0,0,80.55,653.9,8.95,72.65555555555555,0
3,1,1,1,1,1,20.25,71.2,6.75,23.733333333333334,0
22,0,2,0,0,1,69.5,1498.2,3.159090909090909,68.10000000000001,1
40,0,2,2,0,1,106.0,4178.65,2.65,104.46624999999999,0
68,1,1,1,1,2,25.5,1821.8,0.375,26.791176470588233,0
54,0,2,2,0,0,104.3,5278.15,1.9314814814814814,97.74351851851851,1
50,0,2,0,2,2,79.6,4024.2,1.5919999999999999,80.484,0
1,0,0,0,0,0,55.25,55.25,55.25,55.25,0
72,2,2,2,2,2,88.05,6520.8,1.2229166666666667,90.56666666666666,0
40,1,1,1,1,1,20.4,854.9,0.51,21.3725,0
72,2,2,2,2,2,117.6,8308.9,1.6333333333333333,115.40138888888889,0
6,1,1,1,1,0,20.0,109.2,3.3333333333333335,18.2,0
5,1,1,1,1,0,19.65,92.05,3.9299999999999997,18.41,0
48,0,2,2,0,1,70.55,3420.5,1.4697916666666666,71.26041666666667,0
1,0,0,0,0,0,93.85,93.85,93.85,93.85,1
64,2,0,0,2,1,65.8,4068.0,1.028125,63.5625,0
17,1,1,1,1,1,20.05,337.9,1.1794117647058824,19.876470588235293,0
40,0,2,2,0,0,80.0,3168.75,2.0,79.21875,0
41,2,0,2,0,1,35.4,1412.4,0.8634146341463415,34.44878048780488,0
51,0,2,0,0,1,79.6,3974.7,1.56078431372549,77.93529411764706,0
41,0,2,0,0,0,80.25,3439.0,1.9573170731707317,83.8780487804878,0
1,0,0,2,0,0,50.45,50.45,50.45,50.45,1
2,1,1,1,1,0,20.45,42.45,10.225,21.225,0
68,0,2,2,0,1,79.6,5461.45,1.1705882352941175,80.31544117647059,0
24,1,1,1,1,2,24.7,571.75,1.0291666666666666,23.822916666666668,0
70,2,0,2,2,2,77.3,5498.2,1.1042857142857143,78.54571428571428,0
3,0,0,0,2,0,29.75,96.85,9.916666666666666,32.28333333333333,0
2,0,0,0,0,0,44.9,111.05,22.45,55.525,0
3,0,2,0,0,0,29.8,94.4,9.933333333333334,31.46666666666667,0
7,0,0,0,2,0,74.65,521.1,10.664285714285715,74.44285714285715,1
13,2,0,0,0,0,71.95,923.85,5.5346153846153845,71.06538461538462,0
7,1,1,1,1,0,20.75,141.1,2.9642857142857144,20.157142857142855,0
12,0,0,0,0,0,56.3,628.65,4.691666666666666,52.387499999999996,0
53,0,2,2,0,1,105.25,5576.3,1.9858490566037736,105.21320754716982,0
12,0,0,0,0,0,94.2,1046.1,7.8500000000000005,87.175,1
63,1,1,1,1,2,19.55,1245.6,0.3103174603174603,19.77142857142857,0
15,2,2,2,2,0,84.45,1287.85,5.63,85.85666666666665,0
36,2,2,0,0,1,53.65,1939.35,1.4902777777777778,53.87083333333333,0
4,0,0,2,0,0,29.9,118.25,7.475,29.5625,0
24,1,1,1,1,2,19.7,452.55,0.8208333333333333,18.85625,0
61,2,2,2,2,1,43.7,2696.55,0.7163934426229509,44.205737704918036,0
16,0,2,0,0,0,55.3,875.35,3.45625,54.709375,0
65,1,1,1,1,2,19.85,1267.05,0.3053846153846154,19.493076923076924,0
26,1,1,1,1,2,19.65,494.9,0.7557692307692307,19.034615384615385,0
16,0,0,0,2,0,49.45,799.0,3.090625,49.9375,0
54,2,2,0,0,1,106.55,5763.3,1.973148148148148,106.72777777777777,1
1,1,1,1,1,0,20.1,20.1,20.1,20.1,1
5,1,1,1,1,2,20.45,106.9,4.09,21.380000000000003,0
19,0,2,0,0,0,39.7,710.05,2.0894736842105264,37.37105263157895,0
10,2,0,0,0,0,54.5,568.2,5.45,56.82000000000001,0
23,0,2,2,2,0,83.8,1900.25,3.643478260869565,82.6195652173913,1
3,0,0,0,0,0,55.15,159.15,18.383333333333333,53.050000000000004,1
72,0,2,2,2,2,111.6,8012.75,1.5499999999999998,111.28819444444444,0
10,0,0,0,0,0,86.65,856.65,8.665000000000001,85.66499999999999,1
10,0,2,2,0,0,55.55,551.3,5.555,55.129999999999995,0
11,1,1,1,1,1,20.55,184.95,1.8681818181818182,16.813636363636363,0
37,2,2,0,0,0,106.75,4056.75,2.885135135135135,109.64189189189189,1
17,2,0,0,2,1,62.1,1096.65,3.652941176470588,64.50882352941177,0
36,2,0,2,0,0,104.5,3684.95,2.9027777777777777,102.35972222222222,0
17,0,2,2,0,0,101.8,1752.45,5.988235294117647,103.08529411764707,0
66,2,2,0,2,1,110.6,7210.85,1.6757575757575758,109.25530303030304,0
61,2,2,2,2,1,84.9,5264.5,1.3918032786885246,86.30327868852459,0
22,0,2,0,0,0,93.2,2157.3,4.236363636363636,98.05909090909091,0
1,0,0,0,0,0,24.4,24.4,24.4,24.4,0
6,0,0,0,0,0,70.55,433.95,11.758333333333333,72.325,0
31,0,2,0,2,0,78.45,2435.15,2.5306451612903227,78.55322580645162,1
68,2,2,2,2,2,85.0,5607.75,1.25,82.46691176470588,0
34,0,0,2,0,0,87.45,2874.15,2.572058823529412,84.53382352941176,1
52,0,2,2,2,0,85.8,4433.3,1.65,85.25576923076923,0
10,0,0,2,2,0,91.1,964.35,9.11,96.435,0
29,0,0,0,0,0,70.75,1974.8,2.439655172413793,68.09655172413792,1
72,1,1,1,1,2,20.1,1460.85,0.2791666666666667,20.289583333333333,0
47,1,1,1,1,1,20.05,951.55,0.4265957446808511,20.245744680851065,0
24,2,0,0,0,1,74.8,1821.2,3.1166666666666667,75.88333333333334,0
65,1,1,1,1,1,24.8,1600.95,0.38153846153846155,24.63,0
4,0,0,0,2,0,100.85,399.25,25.2125,99.8125,0
12,0,2,0,0,0,101.35,1218.55,8.445833333333333,101.54583333333333,1
1,2,0,0,0,0,81.7,81.7,81.7,81.7,1
33,0,0,0,0,0,68.25,2171.15,2.0681818181818183,65.79242424242425,1
34,0,2,2,2,0,105.1,3634.8,3.091176470588235,106.90588235294118,0
14,1,1,1,1,2,20.4,292.4,1.457142857142857,20.885714285714283,0
4,0,0,0,0,0,79.15,317.25,19.7875,79.3125,1
13,1,1,1,1,1,20.0,218.55,1.5384615384615385,16.81153846153846,0
65,0,2,0,2,2,79.4,5071.9,1.2215384615384617,78.02923076923076,0
23,2,0,0,2,1,57.2,1423.35,2.4869565217391307,61.88478260869565,0
55,2,2,2,0,2,58.6,3068.6,1.0654545454545454,55.79272727272727,0
49,0,2,0,0,2,94.8,4690.65,1.9346938775510203,95.72755102040816,0
60,0,2,2,0,1,102.5,6157.6,1.7083333333333333,102.62666666666668,0
69,1,1,1,1,1,20.35,1442.65,0.29492753623188406,20.907971014492755,0
40,0,0,0,0,0,84.9,3369.05,2.1225,84.22625000000001,0
67,2,2,0,2,2,69.2,4671.65,1.0328358208955224,69.72611940298506,0
35,0,0,0,0,0,95.45,3474.05,2.7271428571428573,99.25857142857143,1
19,0,0,0,2,1,100.95,1875.55,5.313157894736842,98.71315789473684,1
13,1,1,1,1,2,20.85,272.35,1.603846153846154,20.950000000000003,0
41,0,2,0,0,0,88.5,3645.05,2.158536585365854,88.90365853658537,0
4,2,0,2,0,0,35.0,135.75,8.75,33.9375,0
24,2,0,0,2,0,55.15,1319.85,2.2979166666666666,54.99375,0
5,0,2,0,0,0,50.95,229.4,10.190000000000001,45.88,0
5,0,2,0,0,0,64.0,370.25,12.8,74.05,0
1,0,0,0,0,0,69.1,69.1,69.1,69.1,1
72,2,2,2,2,2,80.2,5714.2,1.113888888888889,79.36388888888888,0
24,0,0,2,0,0,49.3,1233.25,2.0541666666666667,51.385416666666664,0
42,2,0,2,2,2,84.35,3571.6,2.0083333333333333,85.03809523809524,0
4,1,1,1,1,0,20.05,83.3,5.0125,20.825,0
68,2,2,2,2,1,117.2,8035.95,1.723529411764706,118.17573529411764,0
33,1,1,1,1,1,20.1,579.4,0.6090909090909091,17.55757575757576,0
31,0,2,2,0,1,103.45,3066.45,3.3370967741935487,98.91774193548386,1
4,0,2,0,0,0,77.95,305.55,19.4875,76.3875,1
69,0,2,2,2,2,109.95,7634.25,1.5934782608695652,110.6413043478261,0
38,0,0,0,0,0,94.75,3653.0,2.4934210526315788,96.13157894736842,0
3,0,2,0,2,0,80.0,241.3,26.666666666666668,80.43333333333334,0
48,0,2,0,2,2,79.65,3870.3,1.659375,80.63125000000001,0
15,1,1,1,1,2,25.2,387.9,1.68,25.86,0
25,1,1,1,1,1,19.9,527.5,0.7959999999999999,21.1,0
1,0,0,0,0,0,78.45,78.45,78.45,78.45,1
48,2,2,0,0,0,44.8,2104.55,0.9333333333333332,43.84479166666667,0
1,1,1,1,1,0,20.3,20.3,20.3,20.3,0
1,1,1,1,1,0,19.2,19.2,19.2,19.2,0
37,0,2,2,0,1,80.05,3019.1,2.1635135135135135,81.59729729729729,0
66,0,2,2,2,1,107.35,7051.95,1.6265151515151515,106.84772727272727,0
26,2,2,2,0,1,47.85,1190.5,1.8403846153846155,45.78846153846154,0
63,2,2,0,2,1,70.8,4448.8,1.1238095238095238,70.61587301587302,0
10,0,0,2,0,0,29.5,255.25,2.95,25.525,1
2,2,0,0,0,0,70.75,146.9,35.375,73.45,1
18,2,0,0,0,0,59.1,1011.05,3.283333333333333,56.169444444444444,0
64,1,1,1,1,2,25.55,1714.95,0.39921875,26.79609375,0
9,0,0,0,0,0,84.45,762.5,9.383333333333333,84.72222222222223,1
28,1,1,1,1,0,20.25,535.35,0.7232142857142857,19.119642857142857,0
1,0,0,2,0,0,75.55,75.55,75.55,75.55,0
4,0,0,0,0,0,85.65,338.9,21.4125,84.725,1
38,0,2,2,2,1,70.15,2497.35,1.8460526315789476,65.71973684210526,1
66,0,2,2,0,1,95.3,6273.4,1.4439393939393939,95.05151515151515,0
1,0,0,0,0,0,70.25,70.25,70.25,70.25,0
18,0,0,0,2,0,50.3,908.75,2.7944444444444443,50.486111111111114,0
51,0,0,2,0,0,97.8,4913.3,1.9176470588235293,96.33921568627451,1
1,0,0,0,0,0,46.3,46.3,46.3,46.3,1
12,1,1,1,1,2,19.35,212.3,1.6125,17.691666666666666,0
41,0,2,2,0,0,106.3,4443.45,2.5926829268292684,108.37682926829268,1
12,1,1,1,1,0,25.0,316.2,2.0833333333333335,26.349999999999998,0
55,1,1,1,1,2,20.3,1079.05,0.3690909090909091,19.619090909090907,0
7,0,0,0,0,0,75.35,564.65,10.764285714285714,80.66428571428571,0
12,0,0,2,2,0,89.4,1095.65,7.45,91.30416666666667,1
68,2,2,2,2,2,88.0,6161.9,1.2941176470588236,90.61617647058823,0
5,0,0,0,0,0,83.15,446.05,16.630000000000003,89.21000000000001,1
49,0,0,0,0,0,43.8,2106.05,0.8938775510204081,42.98061224489796,0
40,2,2,2,0,1,62.05,2511.55,1.55125,62.78875000000001,0
16,1,1,1,1,1,20.1,318.6,1.25625,19.9125,0
10,0,0,0,0,0,74.15,811.8,7.415000000000001,81.17999999999999,1
72,0,2,2,0,1,101.35,7323.15,1.4076388888888889,101.71041666666666,0
2,0,0,0,0,0,84.05,186.05,42.025,93.025,0
23,1,1,1,1,2,20.9,454.0,0.908695652173913,19.73913043478261,0
71,0,2,2,0,1,105.9,7521.95,1.491549295774648,105.94295774647887,0
11,0,0,2,0,0,99.5,1056.95,9.045454545454545,96.08636363636364,1
1,0,0,0,0,0,44.15,44.15,44.15,44.15,1
16,0,2,0,2,0,53.9,834.15,3.36875,52.134375,1
1,0,0,0,0,0,85.45,85.45,85.45,85.45,1
12,0,2,0,0,0,85.05,999.8,7.0874999999999995,83.31666666666666,0
54,2,0,0,2,1,44.1,2369.7,0.8166666666666667,43.88333333333333,0
68,0,2,2,2,2,90.2,6297.65,1.326470588235294,92.6125,0
4,0,0,0,0,0,50.85,239.55,12.7125,59.8875,1
1,0,0,2,0,0,59.2,59.2,59.2,59.2,1
27,2,0,0,2,0,53.45,1461.45,1.9796296296296296,54.12777777777778,0
21,1,1,1,1,0,19.95,416.4,0.95,19.82857142857143,0
13,0,0,2,0,0,83.2,1060.6,6.4,81.58461538461538,1
64,0,2,2,2,0,74.65,4869.35,1.16640625,76.08359375,0
1,2,2,0,0,0,54.9,54.9,54.9,54.9,1
57,0,2,2,2,2,57.5,3265.95,1.0087719298245614,57.29736842105263,0
21,2,0,2,0,0,103.9,2254.2,4.947619047619048,107.34285714285713,1
19,1,1,1,1,2,19.65,358.15,1.0342105263157895,18.849999999999998,0
31,0,0,2,0,1,93.8,2939.8,3.0258064516129033,94.83225806451614,0
52,2,2,2,2,2,89.25,4652.4,1.7163461538461537,89.46923076923076,0
46,0,2,2,0,1,94.15,4408.45,2.0467391304347826,95.8358695652174,0
11,2,0,0,0,0,55.6,580.8,5.054545454545455,52.8,0
53,2,2,2,0,0,48.7,2495.2,0.9188679245283019,47.079245283018864,0
11,1,1,1,1,0,19.25,180.3,1.75,16.39090909090909,1
57,0,2,0,2,0,104.9,5913.95,1.8403508771929826,103.75350877192982,0
2,0,0,0,0,0,75.45,158.4,37.725,79.2,1
2,2,2,0,0,0,54.85,104.2,27.425,52.1,1
71,1,1,1,1,2,19.9,1389.35,0.28028169014084503,19.56830985915493,0
1,1,1,1,1,0,19.4,19.4,19.4,19.4,0
68,1,1,1,1,2,25.05,1629.2,0.3683823529411765,23.958823529411767,0
72,2,2,2,2,2,84.45,6033.1,1.1729166666666666,83.79305555555555,0
2,1,1,1,1,0,19.3,44.4,9.65,22.2,0
1,0,0,0,0,0,95.1,95.1,95.1,95.1,1
41,2,0,2,2,1,79.85,3320.75,1.947560975609756,80.9939024390244,0
72,1,1,1,1,2,25.55,1867.7,0.3548611111111111,25.94027777777778,0
6,0,0,0,0,0,75.5,438.0,12.583333333333334,73.0,1
4,0,0,2,0,0,73.75,325.45,18.4375,81.3625,1
12,0,0,0,0,0,96.05,1148.1,8.004166666666666,95.675,1
58,2,0,0,2,1,68.4,3972.25,1.1793103448275863,68.48706896551724,0
7,1,1,1,1,0,20.65,155.9,2.9499999999999997,22.271428571428572,0
65,2,0,2,0,0,55.15,3673.15,0.8484615384615385,56.51,0
1,0,0,0,0,0,70.6,70.6,70.6,70.6,0
56,1,1,1,1,1,19.95,1126.75,0.35625,20.120535714285715,0
4,1,1,1,1,0,19.0,73.45,4.75,18.3625,0
58,0,0,0,0,1,44.1,2413.05,0.7603448275862069,41.60431034482759,0
62,0,0,2,2,2,107.6,6912.7,1.7354838709677418,111.49516129032257,0
26,2,2,0,0,1,61.55,1581.95,2.3673076923076923,60.84423076923077,0
62,2,2,2,0,0,90.7,5586.45,1.4629032258064516,90.1040322580645,0
58,2,2,0,0,1,99.25,5846.65,1.7112068965517242,100.80431034482758,0
68,2,2,2,2,2,91.7,6424.7,1.348529411764706,94.48088235294118,0
61,2,2,2,0,1,100.7,6018.65,1.6508196721311477,98.66639344262295,0
42,0,0,2,2,2,78.45,3373.4,1.8678571428571429,80.31904761904762,0
18,0,0,0,0,0,84.3,1537.9,4.683333333333334,85.4388888888889,0
56,1,1,1,1,2,19.55,1080.55,0.3491071428571429,19.295535714285712,0
4,0,2,0,0,0,88.95,355.2,22.2375,88.8,1
4,1,1,1,1,0,20.45,82.85,5.1125,20.7125,0
35,2,2,0,0,1,55.6,2016.45,1.5885714285714285,57.612857142857145,0
64,2,0,0,2,0,86.8,5327.25,1.35625,83.23828125,0
31,1,1,1,1,1,20.95,683.25,0.6758064516129032,22.04032258064516,0
67,1,1,1,1,2,20.05,1263.05,0.2992537313432836,18.851492537313433,0
4,0,2,0,0,0,50.7,151.3,12.675,37.825,1
70,2,2,2,2,2,113.65,7714.65,1.6235714285714287,110.20928571428571,0
3,0,0,0,0,0,53.4,188.7,17.8,62.9,1
53,0,2,0,0,0,101.9,5549.4,1.9226415094339624,104.70566037735848,1
2,2,2,0,2,2,59.5,130.5,29.75,65.25,0
29,0,0,0,0,0,87.8,2621.75,3.027586206896552,90.40517241379311,0
47,2,0,2,2,2,41.9,1875.25,0.8914893617021277,39.898936170212764,0
68,0,0,0,0,1,83.0,5685.8,1.2205882352941178,83.61470588235295,1
12,2,0,0,0,0,69.85,837.5,5.820833333333333,69.79166666666667,0
8,0,2,0,2,0,56.3,401.5,7.0375,50.1875,0
54,2,2,2,0,0,109.55,6118.95,2.0287037037037035,113.31388888888888,0
69,0,2,0,2,2,92.15,6480.9,1.3355072463768116,93.92608695652173,0
26,2,2,0,0,0,69.5,1800.05,2.673076923076923,69.2326923076923,0
72,2,2,2,2,2,97.0,7104.2,1.3472222222222223,98.66944444444444,0
70,2,0,2,2,2,58.35,4214.25,0.8335714285714286,60.20357142857143,0
1,2,0,0,0,0,50.6,50.6,50.6,50.6,1
10,0,0,0,0,0,89.5,863.1,8.95,86.31,1
28,0,0,0,0,1,70.4,1992.2,2.5142857142857147,71.15,0
1,0,0,0,0,0,69.8,69.8,69.8,69.8,1
21,0,0,0,0,0,94.3,1948.35,4.4904761904761905,92.77857142857142,0
51,2,0,2,0,0,93.8,4750.95,1.8392156862745097,93.15588235294118,1
53,1,1,1,1,1,19.55,1007.9,0.3688679245283019,19.016981132075472,0
53,2,2,2,0,1,95.95,5036.9,1.810377358490566,95.03584905660377,0
24,0,0,2,0,0,101.05,2391.8,4.210416666666666,99.65833333333335,1
70,2,2,2,2,2,94.8,6859.05,1.3542857142857143,97.98642857142858,0
61,2,2,2,0,1,107.75,6521.9,1.7663934426229508,106.91639344262295,0
11,2,0,0,2,1,54.6,617.85,4.963636363636364,56.16818181818182,0
2,0,0,0,0,0,71.3,157.75,35.65,78.875,0
25,1,1,1,1,1,19.5,516.3,0.78,20.651999999999997,0
41,0,2,0,0,1,56.3,2364.0,1.373170731707317,57.65853658536585,0
18,0,0,0,0,0,94.7,1687.95,5.261111111111111,93.775,1
72,0,2,2,0,2,104.15,7689.95,1.4465277777777779,106.80486111111111,1
71,2,2,2,2,2,90.55,6239.05,1.2753521126760563,87.87394366197184,0
34,2,2,2,0,1,60.8,2042.05,1.788235294117647,60.06029411764706,0
29,0,0,2,2,0,98.8,2807.1,3.4068965517241376,96.79655172413793,0
40,2,2,2,2,1,98.15,4116.8,2.4537500000000003,102.92,0
36,2,0,2,0,1,35.35,1317.95,0.9819444444444445,36.609722222222224,0
46,0,2,0,2,1,103.15,4594.65,2.242391304347826,99.8836956521739,0
58,2,2,2,0,1,107.75,6332.75,1.8577586206896552,109.1853448275862,0
39,0,2,0,0,1,81.4,3213.75,2.0871794871794873,82.40384615384616,0
4,0,0,0,2,0,61.45,229.55,15.3625,57.3875,1
52,0,2,2,0,1,95.7,4976.15,1.8403846153846155,95.6951923076923,0
70,0,2,2,0,1,104.8,7308.95,1.497142857142857,104.41357142857143,0
65,0,0,0,0,1,70.95,4555.2,1.0915384615384616,70.08,0
1,0,0,0,0,0,44.95,44.95,44.95,44.95,0
70,0,0,2,0,1,97.65,6982.5,1.395,99.75,0
29,0,2,2,0,0,35.65,1025.15,1.2293103448275862,35.35,0
1,0,0,0,0,0,90.55,90.55,90.55,90.55,1
67,2,0,2,2,2,85.25,5714.2,1.2723880597014925,85.2865671641791,0
1,1,1,1,1,0,19.5,19.5,19.5,19.5,0
26,0,0,0,0,0,88.8,2274.35,3.4153846153846152,87.475,1
30,1,1,1,1,2,25.1,789.55,0.8366666666666667,26.31833333333333,0
48,0,0,2,2,0,100.05,4834.0,2.084375,100.70833333333333,0
55,2,2,0,0,0,55.7,3131.8,1.0127272727272727,56.941818181818185,0
7,0,0,0,0,0,85.2,602.55,12.171428571428573,86.07857142857142,1
37,2,0,0,0,0,91.15,3369.25,2.4635135135135138,91.0608108108108,0
31,0,2,0,0,0,83.85,2674.15,2.704838709677419,86.26290322580645,0
4,0,0,0,0,0,45.9,199.75,11.475,49.9375,0
72,1,1,1,1,2,25.1,1790.8,0.34861111111111115,24.87222222222222,0
5,0,0,0,0,0,91.4,449.75,18.28,89.95,1
1,1,1,1,1,0,19.7,19.7,19.7,19.7,0
15,0,0,0,0,0,91.5,1400.3,6.1,93.35333333333332,0
8,2,0,0,0,0,51.3,411.6,6.4125,51.45,0
35,1,1,1,1,1,21.1,741.0,0.6028571428571429,21.17142857142857,0
56,0,2,2,0,0,104.75,5841.35,1.8705357142857142,104.30982142857144,0
42,0,0,2,2,0,106.15,4512.7,2.5273809523809527,107.4452380952381,1
65,2,2,0,0,0,85.75,5688.45,1.3192307692307692,87.51461538461538,0
2,1,1,1,1,1,20.3,31.9,10.15,15.95,0
65,2,0,0,0,1,100.75,6674.65,1.55,102.68692307692307,0
